policy_id,country_iso,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,impact_indicators,last_update,requested_country,combined_text,resilience,matching_metadata
211004510,KIR,National Framework for Climate Change and Climate Change Adaptation Kiribati (2013),National Framework for Climate Change and Climate Change Adaptation,Country,,Kiribati,,,"Policy support, Strategic planning",General,"Adaptation Strategy which was developed as part of the
World Bank funded Kiribati Adaptation Project. Under this strategy the following five headings outline
Kiribati action to strengthen its capability to meet the challenge of climate change. These are;
? Mitigation
? Integration of CC and CCA into national planning and institutional capacity
? External financial and technical assistance
? Population and resettlement
Governance and services
? Survivability and self-reliance.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2013.0,,,Unknown,"Mitigation, Adaptation",https://leap.unep.org/en/countries/ki/national-legislation/national-framework-climate-change-and-climate-change-adaptation,,,KIR,"Adaptation Strategy which was developed as part of the
World Bank funded Kiribati Adaptation Project. Under this strategy the following five headings outline
Kiribati action to strengthen its capability to meet the challenge of climate change. These are;
? Mitigation
? Integration of CC and CCA into national planning and institutional capacity
? External financial and technical assistance
? Population and resettlement
Governance and services
? Survivability and self-reliance. Mitigation, Adaptation",0,
211004511,NPL,National Framework for Local Adaptation Plans for Action (LAPAs) Nepal (2012),National Framework for Local Adaptation Plans for Action (LAPAs),Country,,Nepal,,,"Policy support, Strategic planning",General,Executive,"Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2012.0,,,,Mitigation,https://www.climatelearningplatform.org/national-framework-local-adaptation-plans-action-nepal,,,NPL,Executive Mitigation,0,
211004513,CUB,National Group for accelerated development of renewable energy sources and Energy efficiency Cuba (2007),National Group for accelerated development of renewable energy sources and Energy efficiency,Country,,Cuba,,,"Policy support, Strategic planning",Electricity and heat,Executive,"Energy efficiency, Renewables",,In force,2007.0,,,,Mitigation,https://www.renewableenergyworld.com/2009/04/09/la-revolucion-energetica-cubas-energy-revolution/,,,CUB,Executive Mitigation,0,
211004514,GTM,National Integrated Management of Marine Coastal Zones Policy (Government agreement N.328-2009) Guatemala (2009),National Integrated Management of Marine Coastal Zones Policy (Government agreement N.328-2009),Country,,Guatemala,,,"Policy support, Strategic planning",General,Executive,Unknown,,In force,2009.0,,,,"Adaptation, Water",https://www.un.org/Depts/los/nippon/unnff_programme_home/fellows_pages/fellows_papers/yon_1112_guatemala.pdf,,,GTM,"Executive Adaptation, Water",0,
211004515,CRI,National Low Carbon Livestock Strategy Costa Rica (2015),National Low Carbon Livestock Strategy,Country,,Costa Rica,,,"Policy support, Strategic planning","Agriculture and forestry, Agricultural CH4, Agricultural CO2, Agricultural N2O","The National Low Carbon Livestock Strategy aims to help cattle farmers increase their productivity and profitability while generating less GHG emissions per unit of product and achieve a more effective carbon sequestration per unit area and in total.
The National Low Carbon Livestock Strategy also includes emissions reduction targets:
• Reduction of GHG emissions per animal by 2% per year ;
• Reduction of total emissions by 1% per year as of 2010.
(In Spanish: &quot;Reducción de emisiones de GEI por animal a una tasa anual del 2 % y reducción de emisiones totales a partir del año 10 a una tasa anual del 1%.&quot;)",Non-energy use,,In force,2015.0,,,High,"Mitigation, Land use",http://www.mag.go.cr/bibliotecavirtual/L01-11006.pdf,,,CRI,"The National Low Carbon Livestock Strategy aims to help cattle farmers increase their productivity and profitability while generating less GHG emissions per unit of product and achieve a more effective carbon sequestration per unit area and in total.
The National Low Carbon Livestock Strategy also includes emissions reduction targets:
• Reduction of GHG emissions per animal by 2% per year ;
• Reduction of total emissions by 1% per year as of 2010.
(In Spanish: &quot;Reducción de emisiones de GEI por animal a una tasa anual del 2 % y reducción de emisiones totales a partir del año 10 a una tasa anual del 1%.&quot;) Mitigation, Land use",0,
211004516,MAR,National Plan Against Climate Change Morocco (2009),National Plan Against Climate Change,Country,,Morocco,,,"Climate strategy, Political &amp; non-binding climate strategy",General,"Executive The National Plan presents the mitigation and adaptation actions taken to combat climate change. It consolidates within the Department for the Environment a number of initiatives related to climate change established by other ministries. It presents a summary of current emissions and projections of climate impacts, and it integrates the plans of individual ministries.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2009.0,,,Unknown,"Adaptation, Mitigation",https://www.climate-laws.org/geographies/morocco/policies/national-plan-against-climate-change,,,MAR,"Executive The National Plan presents the mitigation and adaptation actions taken to combat climate change. It consolidates within the Department for the Environment a number of initiatives related to climate change established by other ministries. It presents a summary of current emissions and projections of climate impacts, and it integrates the plans of individual ministries. Adaptation, Mitigation",0,
211004517,COL,National Plan for Climate Change Adaptation Colombia (2012),National Plan for Climate Change Adaptation,Country,,Colombia,,,"Policy support, Strategic planning",General,Executive,Unknown,,In force,2012.0,,,,Adaptation,https://www.preventionweb.net/english/professional/policies/v.php?id=60590,,,COL,Executive Adaptation,0,
211004518,PRY,National Plan for Climate Change Paraguay (2014),National Plan for Climate Change,Country,,Paraguay,,,Political &amp; non-binding climate strategy,General,Decree Nº 14943/01 of 2001 creates the National Climate Change Council (still in force) and the National Climate Change Office to implement the National Climate Change Program (http://www.fao.org/faolex/results/details/en/?details=LEX-FAOC047962).,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2014.0,,,Unknown,Mitigation,http://www.py.undp.org/content/paraguay/es/home/library/poverty/plan-nacional-de-cambio-climatico---fase-i---estrategia-de-mitig.html,,,PRY,Decree Nº 14943/01 of 2001 creates the National Climate Change Council (still in force) and the National Climate Change Office to implement the National Climate Change Program (http://www.fao.org/faolex/results/details/en/?details=LEX-FAOC047962). Mitigation,0,
211004519,CRI,National Plan for Electric Transport Costa Rica (2019),National Plan for Electric Transport,Country,,Costa Rica,,,"Policy support, Strategic planning","Transport, Low-emissions mobility, Light-duty vehicles","The National Plan for Electric Transport aims to foster the electrification of transport in Costa Rica and to increase the share of renewables in the energy mix. It targets the public, the institutional and the private sectors.
This Plan includes three strategic guidelines:
1. Replacing the national conventional vehicle fleet with electric vehicles.
2. Integrating electric vehicles in the State fleet.
3. Developing the electrification of public transport.","Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2019.0,2018.0,2030.0,High,Mitigation,https://www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?nValor1=1&amp;nValor2=89509,,,CRI,"The National Plan for Electric Transport aims to foster the electrification of transport in Costa Rica and to increase the share of renewables in the energy mix. It targets the public, the institutional and the private sectors.
This Plan includes three strategic guidelines:
1. Replacing the national conventional vehicle fleet with electric vehicles.
2. Integrating electric vehicles in the State fleet.
3. Developing the electrification of public transport. Mitigation",0,
211004521,ISR,National Plan for Implementation of the Greenhouse Gas Emissions Reduction Targets and for Energy Efficiency adopted through Government Decision No. 1403 Israel (2016),National Plan for Implementation of the Greenhouse Gas Emissions Reduction Targets and for Energy Efficiency adopted through Government Decision No. 1403/2016,Country,,Israel,,,"Climate strategy, Political &amp; non-binding climate strategy",General,"In 2016 Israel adopted the National Plan for Implementation of the Greenhouse Gas Emissions Reduction Targets and for Energy Efficiency through Government Decision No. 1403 (http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2017/05/Government-decision-1403-unofficial-translation.pdf). There are clear tasks for a number of ministries and institutional bodies, but the Ministry of Finance appears to be in charge.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2016.0,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2017/05/Government-decision-1403-unofficial-translation.pdf,,,ISR,"In 2016 Israel adopted the National Plan for Implementation of the Greenhouse Gas Emissions Reduction Targets and for Energy Efficiency through Government Decision No. 1403 (http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2017/05/Government-decision-1403-unofficial-translation.pdf). There are clear tasks for a number of ministries and institutional bodies, but the Ministry of Finance appears to be in charge. Mitigation",0,
211004524,DZA,National Plan of Action and Adaptation to Climate Change Algeria (2003),National Plan of Action and Adaptation to Climate Change,Country,,Algeria,,,Climate strategy,General,"&quot;Algeria launched the National Plan of Action and Adaptation to Climate Change (PNA-ACC) (2003-2013) to honour the Kyoto Protocol commitments. Updated in 2013 through the National Climate Plan, it provides measures to limit climate change through CO2 sequestration, promotion of clean energy, reduction of the carbon footprint of industry and households, and increasing energy efficiency of processes. In parallel, it aims to adapt infrastructure to the consequences of global warming by improving the water system, promoting reforestation and adaptation of agriculture to climate change, and supporting fight against desertification.&quot; http://www.lse.ac.uk/GranthamInstitute/law/national-plan-of-action-and-adaptation-to-climate-change/
Unclear if this plan is currently still in force or if it was completely superseded by the National Climate Plan","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2003.0,,,Unknown,"Mitigation, Adaptation",https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2015/05/ALGERIA.pdf,,,DZA,"&quot;Algeria launched the National Plan of Action and Adaptation to Climate Change (PNA-ACC) (2003-2013) to honour the Kyoto Protocol commitments. Updated in 2013 through the National Climate Plan, it provides measures to limit climate change through CO2 sequestration, promotion of clean energy, reduction of the carbon footprint of industry and households, and increasing energy efficiency of processes. In parallel, it aims to adapt infrastructure to the consequences of global warming by improving the water system, promoting reforestation and adaptation of agriculture to climate change, and supporting fight against desertification.&quot; http://www.lse.ac.uk/GranthamInstitute/law/national-plan-of-action-and-adaptation-to-climate-change/
Unclear if this plan is currently still in force or if it was completely superseded by the National Climate Plan Mitigation, Adaptation",0,
211004525,COL,National Policy for Climate Change Colombia (2017),National Policy for Climate Change,Country,,Colombia,,,Political &amp; non-binding climate strategy,General,The National Policy for Climate Change aims to incorporate climate change management into public and private decisions to advance in a climate-resilient and low-carbon development path that reduces the risks of climate change and allows opportunities to be seized. The long-term objective is for the country to be carbon neutral.,"Energy efficiency, Renewables, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2017.0,,,Unknown,Mitigation,https://www.usaid.gov/climate/country-profiles/colombia,,,COL,The National Policy for Climate Change aims to incorporate climate change management into public and private decisions to advance in a climate-resilient and low-carbon development path that reduces the risks of climate change and allows opportunities to be seized. The long-term objective is for the country to be carbon neutral. Mitigation,0,
211004526,PRY,National Policy for Climate Change Paraguay (2012),National Policy for Climate Change,Country,,Paraguay,,,"Policy support, Strategic planning, Climate strategy, Political &amp; non-binding climate strategy",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2012.0,,,Unknown,"Mitigation, Adaptation",https://www.preventionweb.net/publication/paraguay-national-climate-change-adaptation-strategy-national-climate-change-plan,,,PRY," Mitigation, Adaptation",0,
211004527,KEN,National Policy for Disaster Management Kenya (2009),National Policy for Disaster Management,Country,,Kenya,,,"Policy support, Strategic planning",General,Executive,Unknown,,In force,2009.0,,,,Adaptation,https://www.ifrc.org/docs/idrl/1058EN.pdf,,,KEN,Executive Adaptation,0,
211004528,UGA,National Policy for Disaster Preparedness and Management Uganda (2010),National Policy for Disaster Preparedness and Management,Country,,Uganda,,,"Policy support, Strategic planning",General,Executive,Unknown,,In force,2010.0,,,,Adaptation,https://www.ifrc.org/docs/IDRL/Disaster%20Policy%20for%20Uganda.pdf,,,UGA,Executive Adaptation,0,
211004529,COL,National Policy for Sustainable Buildings Colombia (2018),National Policy for Sustainable Buildings,Country,,Colombia,,,"Economic instruments, Fiscal or financial incentives, Regulatory Instruments, Codes and standards, Building codes and standards, Monitoring",Buildings,"This policy CONPES 3919 aims at making new construction in Colombia more energy efficient by 2030.
It consists of three objectives:
1) Designing and implementing public policy instruments that would introduce sustainability criteria for all buildings uses and life cycle stages,
2) Establishing monitoring mechanisms for the buildings market in order to ensure the implementation of the sustainability standards through information systems and various indicators,
3) Developing a program offering financial incentives for the construction of sustainable buildings.
Spanish: La meta para 2030 es que todas las nuevas edificaciones en Colombia sean sostenibles.
Sus objetivos son los siguientes:
OE1. Diseñar e implementar instrumentos de política pública que permitan incluir criterios de sostenibilidad para todos los usos y dentro de todas las etapas del ciclo de vida de las edificaciones.
OE2. Establecer mecanismos de seguimiento al mercado de edificaciones para garantizar la implementación de la normativa que incluya criterios de sostenibilidad a través de sistemas de información e indicadores.
OE3. Desarrollar un programa de incentivos financieros para la construcción de proyectos de edificaciones sostenibles.
CONPES 3919 had an action horizon to 2025, so its initial implementation cycle has ended, but it has not been formally repealed and continues to guide subsequent regulations and programs",Energy efficiency,,In force,2018.0,2018.0,,High,Mitigation,https://www.minambiente.gov.co/wp-content/uploads/2021/08/conpes-3919-de-2018.pdf,,"<time datetime=""2026-01-26T12:00:00Z"">26/01/2026</time>
",COL,"This policy CONPES 3919 aims at making new construction in Colombia more energy efficient by 2030.
It consists of three objectives:
1) Designing and implementing public policy instruments that would introduce sustainability criteria for all buildings uses and life cycle stages,
2) Establishing monitoring mechanisms for the buildings market in order to ensure the implementation of the sustainability standards through information systems and various indicators,
3) Developing a program offering financial incentives for the construction of sustainable buildings.
Spanish: La meta para 2030 es que todas las nuevas edificaciones en Colombia sean sostenibles.
Sus objetivos son los siguientes:
OE1. Diseñar e implementar instrumentos de política pública que permitan incluir criterios de sostenibilidad para todos los usos y dentro de todas las etapas del ciclo de vida de las edificaciones.
OE2. Establecer mecanismos de seguimiento al mercado de edificaciones para garantizar la implementación de la normativa que incluya criterios de sostenibilidad a través de sistemas de información e indicadores.
OE3. Desarrollar un programa de incentivos financieros para la construcción de proyectos de edificaciones sostenibles.
CONPES 3919 had an action horizon to 2025, so its initial implementation cycle has ended, but it has not been formally repealed and continues to guide subsequent regulations and programs Mitigation",1,Monitoring (Investment Type)
211004530,COL,National Policy for the Integral Management of Solid Waste (3874/2016) Colombia (2016),National Policy for the Integral Management of Solid Waste (3874/2016),Country,,Colombia,,,"Strategic planning, Regulatory Instruments","Industry, Waste CH4","This policy seeks to adopt measures aimed at: prevention in the generation of waste; the Minimization of those who go to disposal sites; promotion of the reuse, use and treatment of solid waste, such as renewable energy; avoiding the generation of greenhouse gases. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Non-energy use,,In force,2016.0,,,Unknown,Mitigation,https://www.iea.org/policies/6415-national-policy-for-the-integral-management-of-solid-waste-conpes-38742016?country=Colombia&amp;qs=colombi,,,COL,"This policy seeks to adopt measures aimed at: prevention in the generation of waste; the Minimization of those who go to disposal sites; promotion of the reuse, use and treatment of solid waste, such as renewable energy; avoiding the generation of greenhouse gases. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",1,Avoidance (Investment Type); Prevention (Investment Type)
211004531,ZMB,National Policy on Climate Change Zambia (2016),National Policy on Climate Change,Country,,Zambia,,,"Coordinating body for climate strategy, Formal &amp; legally binding climate strategy",General,"The goal of the policy is to coordinate action against climate change in order to ensure climate resilience and low-carbon pathways, promoting sustainable development in Zambia. For a list of specific objectives, see reference below.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2016.0,,,Unknown,"Mitigation, Adaptation, Land use",https://pmrczambia.com/the-national-policy-on-climate-change/,,,ZMB,"The goal of the policy is to coordinate action against climate change in order to ensure climate resilience and low-carbon pathways, promoting sustainable development in Zambia. For a list of specific objectives, see reference below. Mitigation, Adaptation, Land use",0,
211004532,MYS,National Policy on Climate Change Malaysia (2010),National Policy on Climate Change,Country,,Malaysia,,,"Political &amp; non-binding climate strategy, Policy support","General, Electricity and heat","Executive. Policy package of 43 actions. The National Policy on Climate Change, 2010, does not explicitly state reducing GHG as one of its objectives. However, itdoes include: &quot;• Mainstreaming climate change through wise management of resources and enhanced environmental conservation resulting in strengthened economic competitiveness and improved quality of life, • Integration of responses into national policies, plans and programmes to strengthen the resilience of development from arising and potential impacts of climate change, and • Strengthening of institutional and implementation capacity to better harness opportunities to reduce negative impacts of climate change.&quot; (Objectives, NPCC 2010). The plan does highlight specific thrust areas to &quot;ST1-P1: Facilitate the harmonisation of existing policies to address climate change adaptation and mitigation in a balanced manner. ST2-P1: Institute measures to make development climate-resilient through low carbon economy to enhance global competitiveness and attain environmentally sustainable socio-economic growth. ST5-P2: Consolidate the energy policy incorporating management practices that enhances renewable energy (RE) and energy efficiency (EE).&quot; (Page 6). The country also has a Cabinet Committee of Climate Change and a National Steering Committee of Climate change. The country has a policy on climate change but does not specifically meets our criteria of &quot;states in its title and/or in its statement of objectives limiting or reduce GHG emissions&quot;. As a result Malaysia may not fall in category 1 or 2. But a closer look at the document provides information on its approach for mitigation by &quot;strategic responses&quot; on &quot;mainstreaming climate change&quot; and &quot;integration of balanced adaptation and mitigation actions&quot; (Page 4). Therefore a category 2 was used for the country.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2010.0,,,,Mitigation,http://www.ukm.my/myc/pdf/workshop/DAY%20ONE_SESSION1/Prof%20Pereira_for%20NRE.pdf,,,MYS,"Executive. Policy package of 43 actions. The National Policy on Climate Change, 2010, does not explicitly state reducing GHG as one of its objectives. However, itdoes include: &quot;• Mainstreaming climate change through wise management of resources and enhanced environmental conservation resulting in strengthened economic competitiveness and improved quality of life, • Integration of responses into national policies, plans and programmes to strengthen the resilience of development from arising and potential impacts of climate change, and • Strengthening of institutional and implementation capacity to better harness opportunities to reduce negative impacts of climate change.&quot; (Objectives, NPCC 2010). The plan does highlight specific thrust areas to &quot;ST1-P1: Facilitate the harmonisation of existing policies to address climate change adaptation and mitigation in a balanced manner. ST2-P1: Institute measures to make development climate-resilient through low carbon economy to enhance global competitiveness and attain environmentally sustainable socio-economic growth. ST5-P2: Consolidate the energy policy incorporating management practices that enhances renewable energy (RE) and energy efficiency (EE).&quot; (Page 6). The country also has a Cabinet Committee of Climate Change and a National Steering Committee of Climate change. The country has a policy on climate change but does not specifically meets our criteria of &quot;states in its title and/or in its statement of objectives limiting or reduce GHG emissions&quot;. As a result Malaysia may not fall in category 1 or 2. But a closer look at the document provides information on its approach for mitigation by &quot;strategic responses&quot; on &quot;mainstreaming climate change&quot; and &quot;integration of balanced adaptation and mitigation actions&quot; (Page 4). Therefore a category 2 was used for the country. Mitigation",0,
211004533,NGA,Climate Change Policy Response and Strategy Nigeria (2012),Climate Change Policy Response and Strategy,Country,,Nigeria,,,"Policy support, Strategic planning",General,"&quot;In order to reflect the increasing importance of climate change issues in Nigeria, the Federal Executive Council adopted in 2012 the Nigeria Climate Change Policy Response and Strategy. To ensure an effective national response to the significant and multi-faceted impacts of climate change, Nigeria has adopted a comprehensive strategy, as well as a number of specific policies. The strategic goal of the Nigeria Climate Change Policy Response and Strategy is to foster low-carbon, high growth economic development and build a climate resilient society through the attainment of the following objectives:
&quot;- Implement mitigation measures that will promote low carbon as well as sustainable
and high economic growth;
&quot;- Enhance national capacity to adapt to climate change;
&quot;- Raise climate change related science, technology and R&amp;D to a new level that will enable the country to better participate in international scientific and technological cooperation on climate change;
&quot;- Significantly increase public awareness and involve private sector participation in addressing the challenges of climate change;
&quot;- Strengthen national institutions and mechanisms (policy, legislative and economic) to establish a suitable and functional framework for climate change governance.&quot;
(Source: http://www4.unfccc.int/submissions/INDC/Published%20Documents/Nigeria/1/Approved%20Nigeria&#039;s%20INDC_271115.pdf)","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2012.0,2012.0,,Unknown,Mitigation,http://www4.unfccc.int/submissions/INDC/Published%20Documents/Nigeria/1/Approved%20Nigeria&#039;s%20INDC_271115.pdf,,,NGA,"&quot;In order to reflect the increasing importance of climate change issues in Nigeria, the Federal Executive Council adopted in 2012 the Nigeria Climate Change Policy Response and Strategy. To ensure an effective national response to the significant and multi-faceted impacts of climate change, Nigeria has adopted a comprehensive strategy, as well as a number of specific policies. The strategic goal of the Nigeria Climate Change Policy Response and Strategy is to foster low-carbon, high growth economic development and build a climate resilient society through the attainment of the following objectives:
&quot;- Implement mitigation measures that will promote low carbon as well as sustainable
and high economic growth;
&quot;- Enhance national capacity to adapt to climate change;
&quot;- Raise climate change related science, technology and R&amp;D to a new level that will enable the country to better participate in international scientific and technological cooperation on climate change;
&quot;- Significantly increase public awareness and involve private sector participation in addressing the challenges of climate change;
&quot;- Strengthen national institutions and mechanisms (policy, legislative and economic) to establish a suitable and functional framework for climate change governance.&quot;
(Source: http://www4.unfccc.int/submissions/INDC/Published%20Documents/Nigeria/1/Approved%20Nigeria&#039;s%20INDC_271115.pdf) Mitigation",0,
211004534,MDG,National Policy to Fight Against Climate Change Madagascar (2010),National Policy to Fight Against Climate Change,Country,,Madagascar,,,Political &amp; non-binding climate strategy,General,"The National Policy to Fight Against Cilmate Change has the following 2 objectives:
1. To promote nationally appropriate measures to reduce the degree of vulnerability of the country to CC and the emissions of GHG.
2. To develop behaviours that contribute to the fight against CC at all levels. (p.5)
The Document specifies that the Ministry of Environment will undertake coordination task. Dates/years not traceable for several policy and plan documents found.
Climate Change (CC) comes under the Ministry of Environment and Forests (Ministere de l&#039;Environnement et des Forets), The National Strategy for CDM mentions in the text that the Strategy is a part of the Environment Policy and the NAPCC established in the Initial National Communication (p.4), but the NAPCC/news on NAPCC has been untraceable online.
1. National Policy to Fight Against Climate Change (Politique nationale de lutte contre contre le changement climatique), --&gt; November 2010.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,In force,2010.0,2010.0,,Unknown,Mitigation,https://www.adaptation-undp.org/projects/madagascar-nap-process,,,MDG,"The National Policy to Fight Against Cilmate Change has the following 2 objectives:
1. To promote nationally appropriate measures to reduce the degree of vulnerability of the country to CC and the emissions of GHG.
2. To develop behaviours that contribute to the fight against CC at all levels. (p.5)
The Document specifies that the Ministry of Environment will undertake coordination task. Dates/years not traceable for several policy and plan documents found.
Climate Change (CC) comes under the Ministry of Environment and Forests (Ministere de l&#039;Environnement et des Forets), The National Strategy for CDM mentions in the text that the Strategy is a part of the Environment Policy and the NAPCC established in the Initial National Communication (p.4), but the NAPCC/news on NAPCC has been untraceable online.
1. National Policy to Fight Against Climate Change (Politique nationale de lutte contre contre le changement climatique), --&gt; November 2010. Mitigation",1,Vulnerability (Qualification Concept)
211004536,CRI,National Program for Carbon Neutrality 2.0 Costa Rica (2017),National Program for Carbon Neutrality 2.0,Country,,Costa Rica,,,Information and education,Industry,"This Carbon Neutrality Program aims to foster carbon neutrality in municipalities, organizations, and companies of Costa Rica. The overall objective is to reduce GHG emissions to zero by 2085.
In Spanish: Programa País de Carbono Neutralidad 2.0","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2017.0,,,High,Mitigation,"http://www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?param1=NRTC&amp;nValor1=1&amp;nValor2=86593&amp;nValor3=112413&amp;strTipM=TC
https://presidencia.go.cr/comunicados/2017/09/pais-afina-su-camino-a-la-carbono-neutralidad-con-nuevo-programa-pais/",,,CRI,"This Carbon Neutrality Program aims to foster carbon neutrality in municipalities, organizations, and companies of Costa Rica. The overall objective is to reduce GHG emissions to zero by 2085.
In Spanish: Programa País de Carbono Neutralidad 2.0 Mitigation",0,
211004539,TGO,National Programme for Agricultural Investment and Food Security (PNIASA and PNIASAN) Togo (2010),National Programme for Agricultural Investment and Food Security (PNIASA and PNIASAN),Country,,Togo,,,"Direct investment, Strategic planning",Agriculture and forestry,"The Programme for Agricultural Investment and Food Security (PNIASA) was initially launched in 2010. The programme includes an investment plan and a strategy to combat food insecurity, ensure sustainability in the sector and raising farmers&#039; wages. PNIASAN, a sub-programme focusing on food security and nutrition, was launched in 2013. The programme was revised in 2017 to cover the period 2017-2026. Its funds are worth 750 billion CFA francs. Actions promoted include the fight against deforestation and desertification, and adaptation to climate change.",Non-energy use,,In force,2010.0,,,Unknown,"Mitigation, Adaptation, Land use, Food security",https://climate-laws.org/document/national-programme-for-agricultural-investment-and-food-security-pniasa-and-pniasan_2e82,,,TGO,"The Programme for Agricultural Investment and Food Security (PNIASA) was initially launched in 2010. The programme includes an investment plan and a strategy to combat food insecurity, ensure sustainability in the sector and raising farmers&#039; wages. PNIASAN, a sub-programme focusing on food security and nutrition, was launched in 2013. The programme was revised in 2017 to cover the period 2017-2026. Its funds are worth 750 billion CFA francs. Actions promoted include the fight against deforestation and desertification, and adaptation to climate change. Mitigation, Adaptation, Land use, Food security",0,
211004540,TGO,National Programme for Reducing Greenhouse Gas Emissions from Deforestation and Forest Degradation (REDD+) 2010-2050 Togo (2015),National Programme for Reducing Greenhouse Gas Emissions from Deforestation and Forest Degradation (REDD+) 2010-2050,Country,,Togo,,,Strategic planning,"Agriculture and forestry, Forestry","Mentioned in INDC and other online sources, but not available online.",Non-energy use,,In force,2015.0,,,Unknown,Mitigation,https://redd.unfccc.int/uploads/2_259_redd_2B_story_togo.pdf,,,TGO,"Mentioned in INDC and other online sources, but not available online. Mitigation",0,
211004541,NLD,"National Programme for Spatial Adaptation to Climate Change (ARK), (April 2007), Implementation via the National Adaptation Strategy (November 2007) Netherlands (2007)","National Programme for Spatial Adaptation to Climate Change (ARK), Implementation via the National Adaptation Strategy",Country,,Netherlands,,,"Policy support, Strategic planning",General,Executive,Unknown,,In force,2007.0,,,,Adaptation,https://www4.unfccc.int/sites/NAPC/Documents%20NAP/Adaptation%20Strategies%20and%20Plans/Netherland%20National%20Programme%20for%20Spatial%20Adaptation%20to%20Climate%20Change.pdf,,,NLD,Executive Adaptation,0,
211004545,DNK,National RD&amp;D Strategies for Renewable Energy Technologies Denmark (2003),National RD&amp;D Strategies for Renewable Energy Technologies,Country,,Denmark,,,Demonstration project,"Electricity and heat, Renewables",,Renewables,,In force,2003.0,,,Unknown,Mitigation,https://www.iea.org/policies/4030-national-rdd-strategies-for-renewable-energy-technologies?country=Denmark&amp;page=2&amp;qs=denm,,,DNK, Mitigation,0,
211004546,CRI,National REDD+ Strategy Costa Rica (2017),National REDD+ Strategy,Country,,Costa Rica,,,"Policy support, Strategic planning",Agriculture and forestry,"Executive decree no 40464 approves the National REDD+ Strategy which seeks to prevent deforestation and forest degradation, to promote forest conservation and sustainable use, and to increase carbon sinks. It also defines specific actions to develop forestry plantations and agroforestry systems.",Non-energy use,,In force,2017.0,,,High,"Mitigation, Land use",https://www.un-redd.org/partner-countries/latin-america-and-caribbean/costa-rica,,,CRI,"Executive decree no 40464 approves the National REDD+ Strategy which seeks to prevent deforestation and forest degradation, to promote forest conservation and sustainable use, and to increase carbon sinks. It also defines specific actions to develop forestry plantations and agroforestry systems. Mitigation, Land use",1,Prevention (Investment Type)
211004574,PHL,National Renewable Energy Program (NREP) Philippines (2011),National Renewable Energy Action Plan (NREAP),Country,,Philippines,,,"Renewable energy target, Political &amp; non-binding renewable energy target",General,"targets to more than triple the country’s renewable energy-based installed capacity to 15,234.30 MW by 2030 from 5,439 MW in 2010",Renewables,,In force,2011.0,,2030.0,Unknown,Mitigation,https://senate.gov.ph/publications/AAG%20on%20Renewable%20Energy_June%2030_FINAL.pdf,,,PHL,"targets to more than triple the country’s renewable energy-based installed capacity to 15,234.30 MW by 2030 from 5,439 MW in 2010 Mitigation",0,
